date,close,high,low,open,volume,sma_5,sma_10,ema_5,ema_10,macd,macd_signal,adx,cci,rsi,willr,stoch_k,stoch_d,bb_h,bb_l,atr,obv,vwap,daily_return,close_lag_1,close_lag_2,close_lag_3,close_lag_4,close_lag_5
2000-01-17,5404.06982421875,5664.5,5404.06982421875,5617.7001953125,0,5421.53193359375,5431.00693359375,5431.852613955612,5424.875680354192,-15.330652136755816,76.72669172774886,0.0,-83.24046488082621,46.11966828833089,-64.58869504310562,35.41130495689438,47.090395651287515,5533.795383286603,5296.736501479022,0.0,0,3717.3133138020835,-0.012282375951581548,5471.27001953125,5444.81982421875,5491.2001953125,5296.2998046875,5518.39013671875
2000-01-18,5464.509765625,5465.5400390625,5347.919921875,5414.259765625,0,5455.17392578125,5428.35693359375,5442.738331178742,5432.081877676156,-15.330652136755816,76.72669172774886,0.0,-83.24046488082621,46.11966828833089,-64.58869504310562,35.41130495689438,47.090395651287515,5533.795383286603,5296.736501479022,0.0,0,3717.3133138020835,0.011184152568751715,5404.06982421875,5471.27001953125,5444.81982421875,5491.2001953125,5296.2998046875
2000-01-19,5478.240234375,5528.1201171875,5460.68017578125,5496.68017578125,0,5452.58193359375,5440.48095703125,5454.572298910828,5440.474306166855,-15.330652136755816,76.72669172774886,0.0,-83.24046488082621,46.11966828833089,-64.58869504310562,35.41130495689438,47.090395651287515,5533.795383286603,5296.736501479022,0.0,0,3717.3133138020835,0.002512662496528595,5464.509765625,5404.06982421875,5471.27001953125,5444.81982421875,5491.2001953125
2000-01-20,5355.7998046875,5516.16015625,5348.56005859375,5508.0400390625,0,5434.7779296875,5433.907958984375,5421.648134169719,5425.078942261518,-15.330652136755816,76.72669172774886,0.0,-83.24046488082621,46.11966828833089,-64.58869504310562,35.41130495689438,47.090395651287515,5533.795383286603,5296.736501479022,190.64285714285714,0,3717.3133138020835,-0.022350321353051927,5478.240234375,5464.509765625,5404.06982421875,5471.27001953125,5444.81982421875
2000-01-21,5423.0498046875,5441.830078125,5330.080078125,5352.6298828125,0,5425.13388671875,5434.76494140625,5422.115357675646,5424.710008157151,-15.330652136755816,76.72669172774886,0.0,-83.24046488082621,50.872035880887516,-50.68831737688505,49.31168262311495,47.090395651287515,5533.795383286603,5296.736501479022,185.0076530612245,0,3717.3133138020835,0.012556481282429921,5355.7998046875,5478.240234375,5464.509765625,5404.06982421875,5471.27001953125
2000-01-24,5458.06005859375,5583.22021484375,5439.47998046875,5529.3798828125,0,5435.93193359375,5428.73193359375,5434.096924648347,5430.773653691078,-15.330652136755816,76.72669172774886,0.0,-83.24046488082621,53.1869473272537,-43.45180062614678,56.54819937385322,47.090395651287515,5533.795383286603,5296.736501479022,183.23356428229775,0,3717.3133138020835,0.006455823783139136,5423.0498046875,5355.7998046875,5478.240234375,5464.509765625,5404.06982421875
2000-01-25,5367.7900390625,5430.2900390625,5351.22021484375,5412.490234375,0,5416.58798828125,5435.88095703125,5411.9946294530655,5419.322087394972,-15.330652136755816,76.72669172774886,0.0,-83.24046488082621,47.03315686808583,-67.22365684423937,32.77634315576063,46.2120750509096,5533.795383286603,5296.736501479022,177.7768699585622,0,3717.3133138020835,-0.016538846872730772,5458.06005859375,5423.0498046875,5355.7998046875,5478.240234375,5464.509765625
2000-01-26,5367.7900390625,5430.2900390625,5351.22021484375,5412.490234375,0,5394.49794921875,5423.53994140625,5397.259765989544,5409.952624061795,-15.330652136755816,76.72669172774886,0.0,-83.24046488082621,47.03315686808583,-67.22365684423937,32.77634315576063,40.70029522845817,5533.795383286603,5296.736501479022,170.72636669143276,0,3717.3133138020835,0.0,5367.7900390625,5458.06005859375,5423.0498046875,5355.7998046875,5478.240234375
2000-01-27,5369.10009765625,5457.2998046875,5362.25,5424.14013671875,0,5397.1580078125,5415.96796875,5387.873209878446,5402.52489198806,-15.330652136755816,76.72669172774886,0.0,-83.24046488082621,47.13610378833416,-66.9305788590604,33.069421140939596,32.87403581748695,5533.795383286603,5296.736501479022,165.32089797686612,0,3717.3133138020835,0.00024405920951009463,5367.7900390625,5367.7900390625,5458.06005859375,5423.0498046875,5355.7998046875
2000-01-28,5335.7998046875,5417.52978515625,5331.5400390625,5417.52978515625,0,5379.7080078125,5402.420947265625,5370.5154081481305,5390.393057933412,-15.330652136755816,76.72669172774886,0.0,-83.24046488082621,44.75492439981167,-74.16182392050368,25.838176079496318,30.561313458732176,5533.795383286603,5296.736501479022,159.6543871280721,0,3717.3133138020835,-0.006202211238953481,5369.10009765625,5367.7900390625,5367.7900390625,5458.06005859375,5423.0498046875
2000-01-31,5205.2900390625,5345.2998046875,5186.31982421875,5338.669921875,0,5329.15400390625,5382.54296875,5315.440285119587,5356.737963593246,-15.330652136755816,76.72669172774886,0.0,-220.79269997527646,36.88951970900857,-96.03283117859152,3.9671688214084773,20.95825534728146,5555.960454794923,5257.589447548827,159.60621522383482,0,3717.3133138020835,-0.024459269538251283,5335.7998046875,5369.10009765625,5367.7900390625,5367.7900390625,5458.06005859375
2000-02-01,5215.5400390625,5232.83984375,5127.7900390625,5217.64990234375,0,5298.70400390625,5357.64599609375,5282.140203100558,5331.065613678565,-15.330652136755816,76.72669172774886,0.0,-236.95860963872758,37.81387572994866,-83.65038728800144,16.34961271199856,15.384985870967787,5558.50837200307,5227.49455768443,155.70932875695377,0,3717.3133138020835,0.001969150599309577,5205.2900390625,5335.7998046875,5369.10009765625,5367.7900390625,5367.7900390625
2000-02-02,5304.919921875,5342.97998046875,5264.6201171875,5264.6201171875,0,5286.12998046875,5340.31396484375,5289.733442692039,5326.311851532462,-15.330652136755816,76.72669172774886,0.0,-107.58623698811637,45.332944704385234,-66.99709420277989,33.002905797220116,17.773229110209048,5559.683796830982,5221.111125044018,153.69008680333204,0,3717.3133138020835,0.017137224936071282,5215.5400390625,5205.2900390625,5335.7998046875,5369.10009765625,5367.7900390625
2000-02-03,5340.18994140625,5381.740234375,5323.31982421875,5366.6201171875,0,5280.34794921875,5338.752978515625,5306.552275596776,5328.835140600423,-15.330652136755816,76.72669172774886,0.0,-53.90555171139971,48.004633240187935,-60.42557101553701,39.57442898446299,29.642315831227222,5556.336399527935,5216.324537972066,148.19938863880833,0,3717.3133138020835,0.006648548903785079,5304.919921875,5215.5400390625,5205.2900390625,5335.7998046875,5369.10009765625
2000-02-04,5313.58984375,5402.7001953125,5313.58984375,5394.0,0,5275.90595703125,5327.806982421875,5308.898131647851,5326.0632684458005,-15.330652136755816,76.72669172774886,0.0,-53.99775997179315,46.17189654950751,-59.20344883411009,40.79655116588991,37.79129531585767,5553.622809413017,5208.949114415108,143.97874313335774,0,3717.3133138020835,-0.004981114519916341,5340.18994140625,5304.919921875,5215.5400390625,5205.2900390625,5335.7998046875
2000-02-07,5474.0,5518.2900390625,5431.5498046875,5431.5498046875,0,5329.64794921875,5329.4009765625,5363.932087765234,5352.960856001109,-15.330652136755816,76.72669172774886,0.0,88.80996711840743,56.86650486257443,-23.981769468040284,76.01823053195972,52.129736894104205,5545.31912959906,5212.81378055719,148.3159897175822,0,3717.3133138020835,0.030188659826403175,5313.58984375,5340.18994140625,5304.919921875,5215.5400390625,5205.2900390625
2000-02-08,5610.56005859375,5647.64013671875,5585.3798828125,5585.3798828125,0,5408.651953125,5353.677978515625,5446.14141137474,5399.797074654316,6.1866470012219,76.72669172774886,0.0,199.49205467657254,63.5127124274835,-7.132840465391071,92.86715953460893,69.89398041081951,5584.516524575384,5205.04241097149,150.12485736052278,0,3717.3133138020835,0.024947032991185614,5474.0,5313.58984375,5340.18994140625,5304.919921875,5215.5400390625
2000-02-09,5649.10009765625,5756.8701171875,5635.68994140625,5704.009765625,0,5477.48798828125,5381.808984375,5513.79430680191,5445.124897018304,26.048845772415916,76.72669172774886,8.103058805046134,207.4544554845628,65.14500287959817,-17.131367417080373,82.86863258291963,83.91800754982943,5619.0704705923135,5186.278455188937,149.85237173432475,0,3717.3133138020835,0.006869196418897161,5610.56005859375,5474.0,5313.58984375,5340.18994140625,5304.919921875
2000-02-10,5789.0400390625,5789.0400390625,5715.0498046875,5765.27978515625,0,5567.2580078125,5423.802978515625,5605.542884222107,5507.654922844521,52.47684474211292,76.72669172774886,9.600076640592007,224.6944477636379,70.33446418708138,-0.0,100.0,91.91193070584285,5694.007311471369,5145.763635794256,149.1443409966051,0,3717.3133138020835,0.024772076788710073,5649.10009765625,5610.56005859375,5474.0,5313.58984375,5340.18994140625
2000-02-11,5933.56005859375,6005.85009765625,5917.0400390625,5985.0498046875,0,5691.25205078125,5483.57900390625,5714.881942345988,5585.092220253471,84.11317774659437,76.72669172774886,11.795918984462867,253.64484156865987,74.54886126829155,-8.232926478659731,91.76707352134027,91.54523536808664,5796.906605522909,5089.093345648966,153.9776065392583,0,3717.3133138020835,0.024964418721597603,5789.0400390625,5649.10009765625,5610.56005859375,5474.0,5313.58984375
2000-02-14,5924.31005859375,6150.68994140625,5923.169921875,6130.22998046875,0,5781.3140625,5555.481005859375,5784.691314428575,5646.768190860795,107.20303206353492,76.72669172774886,14.272376917344763,213.40418253043546,73.82594058736844,-22.131186276760836,77.86881372323916,89.87862908152647,5879.58740249978,5058.4365721095955,159.23063603868627,0,3717.3133138020835,-0.0015589291940515393,5933.56005859375,5789.0400390625,5649.10009765625,5610.56005859375,5474.0
2000-02-15,5803.18994140625,5941.8798828125,5774.31982421875,5797.31005859375,0,5819.8400390625,5614.24599609375,5790.857523421134,5675.208509141787,114.40968313947451,76.72669172774886,15.504568072548043,122.52771029769244,64.94507871284274,-33.97204352095256,66.02795647904743,78.55461457454227,5921.555977555884,5050.336014631616,159.8255947926194,0,3717.3133138020835,-0.020444594558619356,5924.31005859375,5933.56005859375,5789.0400390625,5649.10009765625,5610.56005859375
2000-02-16,5725.5,5864.97021484375,5711.75,5782.2001953125,0,5835.12001953125,5656.30400390625,5769.071682280756,5684.352416570552,112.55461748121343,76.72669172774886,16.23400782860089,83.48342790393134,59.96244825724177,-41.56711134999826,58.43288865000174,67.44321961742945,5946.204095352159,5050.413873397842,159.35378193912874,0,3717.3133138020835,-0.013387454519095732,5803.18994140625,5924.31005859375,5933.56005859375,5789.0400390625,5649.10009765625
2000-02-17,5835.14990234375,5877.0400390625,5799.7900390625,5810.240234375,0,5844.3419921875,5705.8,5791.097755635088,5711.7701412565875,118.56554551448517,76.72669172774886,16.9595637919784,92.78315398867952,64.14369763879077,-30.847596948587974,69.15240305141202,64.53774939348706,5988.047734420689,5056.505244094936,158.79565744794098,0,3717.3133138020835,0.019151148780674143,5725.5,5803.18994140625,5924.31005859375,5933.56005859375,5789.0400390625
2000-02-18,5721.64990234375,5894.18994140625,5681.97998046875,5894.18994140625,0,5801.9599609375,5746.606005859375,5767.948471204642,5713.566461454253,112.86965670278005,83.9552847227551,16.846085680262213,63.056050380219865,57.45503975243897,-41.94350181082716,58.05649818917284,61.880596630195534,6008.4092076518245,5066.003780629426,162.61096484005233,0,3717.3133138020835,-0.019451085558986447,5835.14990234375,5725.5,5803.18994140625,5924.31005859375,5933.56005859375
2000-02-21,5874.89013671875,5941.89990234375,5834.509765625,5874.25,0,5792.0759765625,5786.69501953125,5803.595693042678,5742.898038775071,119.34509406024426,91.03324659025293,16.962171933482534,87.5649402732169,63.05631409098593,-31.126193122610104,68.8738068773899,65.36090270599158,6049.8281734515285,5066.267822642222,166.7280387800486,0,3717.3133138020835,0.02678252549360427,5721.64990234375,5835.14990234375,5725.5,5803.18994140625,5924.31005859375
2000-02-22,5883.330078125,6009.02001953125,5864.7900390625,6000.2998046875,0,5808.10400390625,5813.972021484375,5830.173821403452,5768.431136838693,123.7316560443951,97.57292848108136,17.376199155725082,88.1959859192632,63.342568419108055,-31.93881640078839,68.06118359921162,64.99716288859145,6086.927369041208,5080.722630958791,165.12103461495582,0,3717.3133138020835,0.001436612636123824,5874.89013671875,5721.64990234375,5835.14990234375,5725.5,5803.18994140625
2000-02-23,5642.4599609375,6033.97998046875,5612.5498046875,6002.490234375,0,5791.49599609375,5813.3080078125,5767.602534581469,5745.52728667484,106.54366356637183,99.36707549813946,16.221993900140724,40.26552313552055,51.1592819822397,-60.71316702646611,39.28683297353389,58.740607816711794,6091.229387411462,5103.887604776039,183.42883041254825,0,3717.3133138020835,-0.04094111905825015,5883.330078125,5874.89013671875,5721.64990234375,5835.14990234375,5725.5
2000-02-24,5810.169921875,5816.16015625,5620.830078125,5764.16015625,0,5786.5,5815.42099609375,5781.7916636793125,5757.280493074869,105.2416872715803,100.54199785282762,15.150231877098104,32.3921751750043,57.31532172946254,-47.35099630024192,52.64900369975808,53.33234009083452,6109.88497120986,5129.339003399515,184.27891953486622,0,3717.3133138020835,0.02972284466324071,5642.4599609375,5883.330078125,5874.89013671875,5721.64990234375,5835.14990234375
2000-02-25,5623.080078125,5840.25,5623.080078125,5840.25,0,5766.78603515625,5784.372998046875,5728.887801827876,5732.880417629438,88.09773896629758,98.05314607552161,14.289548490420518,12.352401376327975,49.77776179767252,-93.33105881641626,6.668941183583746,32.868259285625236,6106.664940684929,5161.287061268195,186.62827684487576,0,3717.3133138020835,-0.03220040829539528,5810.169921875,5642.4599609375,5883.330078125,5874.89013671875,5721.64990234375
2000-02-28,5740.68994140625,5740.68994140625,5580.0498046875,5737.52978515625,0,5739.94599609375,5766.010986328125,5732.821848354,5734.300331043403,83.0438911943811,95.05129509929353,13.307923709246207,2.9926736084296115,53.88352904192667,-71.84913461530233,28.15086538469766,29.156270089346492,6092.129288997281,5229.36270319022,184.77198112158106,0,3717.3133138020835,0.02091555902587583,5623.080078125,5810.169921875,5642.4599609375,5883.330078125,5874.89013671875
2000-02-29,5447.47021484375,5903.490234375,5383.60986328125,5827.81005859375,0,5652.7740234375,5730.439013671875,5637.704637183917,5682.149400825284,54.74720730320041,86.9904775400749,13.448908244083455,-51.39502805290408,44.184974849505636,-91.67487810156717,8.325121898432826,14.381642822238073,6066.0546742022925,5278.630335563332,208.70829469102168,0,3717.3133138020835,-0.051077436606979054,5740.68994140625,5623.080078125,5810.169921875,5642.4599609375,5883.330078125
2000-03-01,5642.1201171875,5681.10986328125,5341.60986328125,5464.64990234375,0,5652.7060546875,5722.101025390625,5639.176463851778,5674.871349254778,47.48116846085668,79.08861572423126,13.779446807217909,-73.1688875572221,50.548219060705875,-62.85778601758845,37.14221398241155,24.539400421847336,6045.650323164408,5332.754706132467,218.0505593559487,0,3717.3133138020835,0.03573216459510897,5447.47021484375,5740.68994140625,5623.080078125,5810.169921875,5642.4599609375
2000-03-02,5528.31005859375,5828.7900390625,5528.31005859375,5803.330078125,0,5596.33408203125,5691.417041015625,5602.220995432435,5648.223841861864,32.16844197620412,69.70458097462584,13.14981317003729,-50.74730807017085,47.16261269632655,-76.92438605766097,23.07561394233903,22.847649941061132,6026.505561723142,5370.711479292483,223.93837514972023,0,3717.3133138020835,-0.02017150578681448,5642.1201171875,5447.47021484375,5740.68994140625,5623.080078125,5810.169921875
2000-03-03,5378.27001953125,5602.93994140625,5362.7998046875,5602.93994140625,0,5547.3720703125,5657.079052734375,5527.5706701320405,5599.141328710843,7.8356937000389735,57.33080351970847,13.36742846547311,-155.52054185818002,43.06727945178379,-94.70512153255278,5.294878467447217,21.83756879739926,6015.450738911182,5388.234319682568,225.09564383322234,0,3717.3133138020835,-0.027140308244698264,5528.31005859375,5642.1201171875,5447.47021484375,5740.68994140625,5623.080078125
2000-03-06,5520.68994140625,5692.97021484375,5459.60986328125,5662.2900390625,0,5503.3720703125,5621.659033203125,5525.27709389011,5584.877440110007,0.04341239449513523,45.873325294665804,13.032088876447864,-101.14105957667279,47.7088783316105,-74.13520981343805,25.864790186561954,18.078427532116063,6011.600379448603,5396.7536732857725,231.49596893888503,0,3717.3133138020835,0.02648061948503888,5378.27001953125,5528.31005859375,5642.1201171875,5447.47021484375,5740.68994140625
2000-03-07,5589.85009765625,5674.990234375,5525.89013671875,5674.990234375,0,5531.848046875,5592.31103515625,5546.801428478824,5585.781559663868,-0.5450965331465341,36.58964092910334,12.720702115210136,-77.56181095084236,49.84718924720384,-64.14631015801417,35.85368984198582,22.33778616533166,6011.955600197999,5394.327456442626,225.98199208387538,0,3717.3133138020835,0.012527448015380305,5520.68994140625,5378.27001953125,5528.31005859375,5642.1201171875,5447.47021484375
2000-03-08,5511.419921875,5783.509765625,5439.14013671875,5711.8798828125,0,5505.7080078125,5579.20703125,5535.007592944216,5572.261261884074,-7.256505338970783,27.82041167548852,11.836907050581818,-81.46449272263362,47.47619392952752,-75.47409190859635,24.52590809140365,28.74812937331713,6015.544087228039,5376.970951834462,234.43825185690213,0,3717.3133138020835,-0.014030819147392681,5589.85009765625,5520.68994140625,5378.27001953125,5528.31005859375,5642.1201171875
2000-03-09,5328.7900390625,5607.93994140625,5278.68017578125,5579.8701171875,0,5465.80400390625,5531.06904296875,5466.268408316978,5527.993766825606,-27.000801974285423,16.85616894553373,11.803360145313608,-148.1514896381536,42.41677123913649,-93.36556649819569,6.634433501804307,22.33801047839792,6026.954451609181,5319.53558745332,241.21121712605196,0,3717.3133138020835,-0.03313663001573086,5511.419921875,5589.85009765625,5520.68994140625,5378.27001953125,5528.31005859375
2000-03-10,5301.77978515625,5478.97021484375,5196.72021484375,5384.419921875,0,5450.50595703125,5498.939013671875,5411.438867263402,5486.863951976632,-44.31694293208966,4.621546570009054,12.154228162994963,-163.74798431869326,41.70883420867508,-87.4519743303233,12.548025669676703,14.569455754294879,6009.301758397435,5274.010253321315,244.1425587599054,0,3717.3133138020835,-0.005068740503613833,5328.7900390625,5511.419921875,5589.85009765625,5520.68994140625,5378.27001953125
2000-03-13,5129.22021484375,5430.8701171875,5100.6201171875,5372.81982421875,0,5372.21201171875,5437.792041015625,5317.365983123518,5421.837817952472,-71.14411945749634,-10.531586635492026,12.901216781905307,-185.69908091149006,37.41275943623968,-96.93579092251667,3.0642090774833233,7.415556082988104,6008.572321623787,5195.230705719964,250.293090277055,0,3717.3133138020835,-0.03254747977191108,5301.77978515625,5328.7900390625,5511.419921875,5589.85009765625,5520.68994140625
2000-03-14,5175.7099609375,5177.5498046875,4943.2998046875,5020.5498046875,0,5289.383984375,5410.616015625,5270.147309061513,5377.087298495204,-87.6432196741107,-25.95391324321576,14.208247460472224,-201.70464600475114,39.22887655607299,-75.79541004947953,24.204589950520475,13.272274899226828,6006.036729795305,5135.018299501569,249.14715525726538,0,3717.3133138020835,0.009063706401064797,5129.22021484375,5301.77978515625,5328.7900390625,5511.419921875,5589.85009765625
2000-03-15,5249.759765625,5339.93994140625,5045.990234375,5067.419921875,0,5237.051953125,5371.37998046875,5263.351461249342,5353.936837973349,-93.66397508614136,-39.495925611800885,14.392849689373392,-136.13748295689706,42.11032331026891,-68.08341851134266,31.91658148865734,19.72846017222037,5997.495518754596,5095.98548710478,252.3473375268357,0,3717.3133138020835,0.014307178193209147,5175.7099609375,5129.22021484375,5301.77978515625,5328.7900390625,5511.419921875
2000-03-16,5102.41015625,5301.43994140625,5077.330078125,5249.97998046875,0,5191.7759765625,5328.789990234375,5209.7043595828945,5308.204714023648,-109.06808021566849,-53.41035653257441,14.564266044781622,-132.331031172979,38.22627138467624,-83.42929208175055,16.57070791824945,24.230626452475747,5979.849089311734,5040.357941938266,250.33037508072243,0,3717.3133138020835,-0.028067876617866028,5249.759765625,5175.7099609375,5129.22021484375,5301.77978515625,5328.7900390625
2000-03-21,5133.240234375,5230.35986328125,5085.52978515625,5177.58984375,0,5158.06806640625,5304.28701171875,5184.21631784693,5276.392990451166,-117.43450301412213,-66.21518582888396,14.72343837480355,-116.52551307052406,39.483971753240404,-80.21846252421852,19.781537475781477,22.756275627562747,5967.15343875592,4994.212625697204,242.79463958388513,0,3717.3133138020835,0.0060422579096734985,5102.41015625,5249.759765625,5175.7099609375,5129.22021484375,5301.77978515625
2000-03-22,5201.8701171875,5247.27978515625,5159.35986328125,5204.06982421875,0,5172.598046875,5272.405029296875,5190.10091762712,5262.8433771305,-117.17635924992919,-76.407420513093,14.753708717114614,-88.32089430982347,42.300219447935554,-70.79919094957552,29.200809050424485,21.851018148151795,5912.425818309983,4981.638244190017,233.59784752655403,0,3717.3133138020835,0.013369700165777765,5133.240234375,5102.41015625,5249.759765625,5175.7099609375,5129.22021484375
2000-03-23,5115.02001953125,5314.31982421875,5088.10009765625,5314.31982421875,0,5160.46005859375,5224.922021484375,5165.073951595164,5235.966403021545,-122.56697965512012,-85.63933234149843,15.145847946179812,-88.66471852304663,39.77744155961408,-80.60732821464099,19.39267178535901,22.791672770521654,5849.823477060229,4967.409579580396,233.07083888626445,0,3717.3133138020835,-0.016695937364773594,5201.8701171875,5133.240234375,5102.41015625,5249.759765625,5175.7099609375
2000-03-24,5141.419921875,5203.93017578125,5052.740234375,5083.169921875,0,5138.79208984375,5187.922021484375,5157.189275021776,5218.776133722174,-123.2876503878324,-93.16899595076522,15.687138329345416,-91.80817670422302,40.93066944952086,-76.42016562545402,23.57983437454598,24.057771736776488,5825.713161457798,4941.415891276577,227.2222033519777,0,3717.3133138020835,0.005161251029897063,5115.02001953125,5201.8701171875,5133.240234375,5102.41015625,5249.759765625
2000-03-27,5146.2998046875,5286.81005859375,5126.35009765625,5203.16015625,0,5147.57001953125,5169.672998046875,5153.559451577017,5205.598619352233,-122.05801258496831,-98.94679927760585,15.551741829056796,-66.54765402729541,41.15498396430571,-75.83937236670057,24.160627633299434,22.37771126440147,5757.738983316642,4943.003057698983,222.45347175094358,0,3717.3133138020835,0.0009491313463305673,5141.419921875,5115.02001953125,5201.8701171875,5133.240234375,5102.41015625
2000-03-28,5156.1201171875,5156.22998046875,5044.169921875,5094.169921875,0,5152.14599609375,5155.10703125,5154.413006780512,5196.602528049554,-118.92025988944806,-102.9414913999743,15.870088400094692,-82.32637529278423,41.63532094945677,-74.67057968908907,25.32942031091094,24.35662743958544,5722.548973238745,4931.49707168313,214.5682279540012,0,3717.3133138020835,0.0019082278282844811,5146.2998046875,5141.419921875,5115.02001953125,5201.8701171875,5133.240234375
2000-03-29,5102.4599609375,5233.759765625,5080.4501953125,5233.759765625,0,5132.26396484375,5152.431005859375,5137.0953248328415,5179.485697665544,-119.3872722660135,-106.23064757318214,15.580510156204271,-69.73255731292687,39.72707545408916,-81.05709719599012,18.94290280400988,22.81098358274008,5653.2023672372425,4937.020679637758,210.19260955103684,0,3717.3133138020835,-0.010407080329864371,5156.1201171875,5146.2998046875,5141.419921875,5115.02001953125,5201.8701171875
2000-03-30,5041.080078125,5058.43994140625,4891.39990234375,4984.10009765625,0,5117.4759765625,5138.968017578125,5105.090242596894,5154.321039567263,-123.28902734647363,-109.64232352784045,16.269145578161773,-113.84557206500942,37.604001160682685,-79.11070315385486,20.889296846145143,21.72053998702198,5641.999429180741,4907.584604022385,210.25457019694494,0,3717.3133138020835,-0.012029468782195463,5102.4599609375,5156.1201171875,5146.2998046875,5141.419921875,5115.02001953125
2000-03-31,5001.27978515625,5022.240234375,4867.22998046875,4892.43017578125,0,5089.44794921875,5114.12001953125,5070.486756783346,5126.495356947078,-128.11590695007908,-113.33704021228817,17.01809579276357,-118.97917049206288,36.25116422306367,-78.08713614783645,21.912863852163557,20.581687834106187,5587.293643092627,4898.206356907373,207.65425072975245,0,3717.3133138020835,-0.007895191576395955,5041.080078125,5102.4599609375,5156.1201171875,5146.2998046875,5141.419921875
